customer_id,total_product_A,total_product_B,total_purchases
C020148,4,3,3
C020149,17,11,5
C020150,0,13,4
C020151,16,0,2
C020152,0,7,1
C020153,5,0,1
C020154,5,8,3
C020155,28,0,5
C020156,7,0,1
C020157,4,17,5
C020158,2,0,1
C020159,23,0,3
C020160,3,0,1
C020161,4,17,6
C020162,3,10,6
C020163,8,15,4
C020164,5,11,3
C020165,19,16,6
C020166,1,0,1
C020167,0,5,2
C020168,4,0,1
C020169,13,4,4
C020170,1,25,6
C020171,14,0,4
C020172,25,0,5
C020173,9,6,4
C020174,16,2,4
C020175,1,7,2
C020176,15,13,4
C020177,0,8,1
C020178,5,10,3
C020179,14,6,5
C020180,6,21,5
C020181,7,5,5
C020182,5,9,4
C020183,5,0,2
C020184,8,10,4
C020185,13,15,4
C020186,11,12,5
C020187,8,4,3
C020188,1,6,2
C020189,8,0,1
C020190,19,6,6
C020191,17,9,5
C020192,16,12,5
C020193,3,20,5
C020194,11,19,6
C020195,9,8,6
C020196,15,12,5
C020197,7,5,3
C020198,8,0,1
C020199,18,11,6
C020200,13,7,6
C020201,17,8,6
C020202,8,7,3
C020203,5,0,1
C020204,5,17,4
C020205,4,8,2
C020206,8,10,4
C020207,13,15,6
C020208,8,0,1
C020209,10,14,5
C020210,6,22,5
C020211,17,6,6
C020212,9,9,4
C020213,3,0,1
C020214,8,6,2
C020215,14,13,6
C020216,6,6,2
C020217,7,0,1
C020218,20,11,6
C020219,7,3,3
C020220,20,9,6
C020221,9,15,4
C020222,9,8,4
C020223,6,15,4
C020224,12,1,3
C020225,7,5,4
C020226,0,1,1
C020227,3,14,4
C020228,10,8,3
C020229,0,13,3
C020230,4,8,2
C020231,3,0,1
C020232,0,1,1
C020233,22,0,3
C020234,0,7,2
C020235,12,4,4
C020236,7,3,2
C020237,8,19,5
C020238,2,0,1
C020239,7,4,3
C020240,12,13,5
C020241,20,0,4
C020242,18,1,4
C020243,1,1,2
C020244,8,12,4
C020245,4,0,1
C020246,22,6,5
C020247,1,0,1
C020248,11,6,4
C020249,14,0,3
C020250,11,16,6
C020251,0,7,1
C020252,4,4,3
C020253,5,0,1
C020254,0,12,3
C020255,13,10,6
C020256,1,4,3
C020257,5,9,5
C020258,9,12,5
C020259,18,3,4
C020260,14,6,5
C020261,0,7,2
C020262,0,3,2
C020263,26,0,6
C020264,0,8,1
C020265,0,3,1
C020266,0,12,3
C020267,18,11,5
C020268,9,15,6
C020269,14,19,6
C020270,2,21,5
C020271,13,9,5
C020272,0,8,1
C020273,1,7,3
C020274,14,7,6
C020275,15,8,4
C020276,8,2,3
C020277,0,12,3
C020278,0,6,1
C020279,0,4,1
C020280,4,11,6
C020281,17,9,5
C020282,3,5,2
C020283,1,0,1
C020284,0,10,4
C020285,4,3,2
C020286,9,0,2
C020287,21,4,5
C020288,6,5,2
C020289,7,16,5
C020290,1,14,4
C020291,5,6,3
C020292,7,18,6
C020293,3,16,5
C020294,4,10,4
C020295,7,7,6
C020296,7,29,6
C020297,0,1,1
C020298,0,1,1
C020299,0,5,1
C020300,14,0,3
C020301,16,11,5
C020302,0,16,4
C020303,17,0,5
C020304,12,0,2
C020305,11,14,4
C020306,7,21,4
C020307,25,8,6
C020308,0,4,1
C020309,0,31,6
C020310,13,0,3
C020311,5,0,1
C020312,15,20,6
C020313,18,1,4
C020314,0,15,2
C020315,8,0,1
C020316,26,9,6
C020317,19,10,6
C020318,12,0,2
C020319,8,18,4
C020320,4,2,3
C020321,13,7,5
C020322,4,15,4
C020323,0,3,1
C020324,0,5,1
C020325,0,10,2
C020326,3,17,4
C020327,10,5,3
C020328,13,0,2
C020329,8,0,1
C020330,1,8,2
C020331,1,18,5
C020332,0,7,1
C020333,9,15,5
C020334,1,12,4
C020335,3,14,4
C020336,8,12,5
C020337,14,3,5
C020338,7,0,1
C020339,9,0,2
C020340,9,12,4
C020341,32,0,6
C020342,5,0,2
C020343,8,11,3
C020344,11,9,6
C020345,16,2,4
C020346,0,3,1
C020347,19,9,5
C020348,4,12,5
C020349,0,9,3
C020350,1,0,1
C020351,0,7,1
C020352,16,9,4
C020353,12,6,4
C020354,17,10,6
C020355,0,4,1
C020356,0,4,1
C020357,12,10,5
C020358,1,0,1
C020359,1,12,3
C020360,10,18,5
C020361,10,16,5
C020362,6,0,1
C020363,3,8,2
C020364,2,7,2
C020365,23,7,5
C020366,13,17,6
C020367,10,8,4
C020368,4,0,1
C020369,8,6,3
C020370,9,2,3
C020371,8,8,5
C020372,16,10,6
C020373,1,0,1
C020374,6,7,3
C020375,11,16,5
C020376,23,0,4
C020377,15,9,6
C020378,15,16,6
C020379,8,5,2
C020380,15,12,6
C020381,5,11,3
C020382,5,11,4
C020383,6,0,1
C020384,13,3,4
C020385,9,4,3
C020386,12,13,5
C020387,5,2,2
C020388,8,2,3
C020389,17,11,5
C020390,24,4,5
C020391,0,12,3
C020392,4,0,1
C020393,10,8,5
C020394,18,7,5
C020395,5,0,1
C020396,12,20,6
C020397,13,11,4
C020398,18,13,6
C020399,14,15,5
C020400,6,3,3
C020401,9,12,5
C020402,22,0,6
C020403,11,22,6
C020404,27,1,5
C020405,5,22,5
C020406,17,8,5
C020407,21,3,6
C020408,0,12,2
C020409,5,0,1
C020410,11,10,4
C020411,10,5,4
C020412,13,6,6
C020413,7,14,4
C020414,2,0,1
C020415,9,21,6
C020416,5,3,2
C020417,11,5,4
C020418,10,18,6
C020419,7,7,4
C020420,6,1,2
C020421,2,0,1
C020422,10,20,6
C020423,2,20,5
C020424,5,11,3
C020425,13,8,3
C020426,5,7,2
C020427,11,8,4
C020428,12,5,3
C020429,8,9,4
C020430,7,20,4
C020431,6,12,4
C020432,1,0,1
C020433,4,18,4
C020434,6,2,5
C020435,10,2,4
C020436,1,14,4
C020437,2,7,3
C020438,7,3,2
C020439,15,17,6
C020440,4,0,2
C020441,3,4,3
C020442,7,8,2
C020443,5,14,3
C020444,7,9,4
C020445,13,0,2
C020446,0,3,1
C020447,8,0,1
C020448,10,16,6
C020449,11,7,5
C020450,9,20,5
C020451,0,5,1
C020452,5,6,2
C020453,1,9,3
C020454,7,0,1
C020455,4,11,3
C020456,0,10,2
C020457,2,17,4
C020458,8,13,6
C020459,5,4,3
C020460,7,33,6
C020461,7,12,3
C020462,3,0,1
C020463,5,3,3
C020464,8,7,5
C020465,5,17,5
C020466,7,8,3
C020467,1,9,3
C020468,13,7,5
C020469,10,0,2
C020470,5,14,3
C020471,1,10,3
C020472,24,0,5
C020473,14,3,4
C020474,2,21,6
C020475,4,19,5
C020476,15,7,4
C020477,12,12,5
C020478,8,6,4
C020479,13,8,5
C020480,14,2,5
C020481,0,6,2
C020482,10,3,4
C020483,13,0,3
C020484,5,10,4
C020485,2,0,1
C020486,6,2,2
C020487,0,13,3
C020488,23,13,6
C020489,4,12,3
C020490,0,4,1
C020491,0,4,1
C020492,8,0,2
C020493,21,8,4
C020494,12,2,3
C020495,21,2,5
C020496,14,3,4
C020497,12,23,6
C020498,8,13,5
C020499,0,5,1
C020500,0,20,4
C020501,6,9,4
C020502,10,8,3
C020503,0,17,3
C020504,0,14,2
C020505,3,1,3
C020506,0,3,1
C020507,8,19,6
C020508,13,5,4
C020509,20,13,6
C020510,5,1,3
C020511,12,2,3
C020512,3,0,1
C020513,14,5,3
C020514,7,11,3
C020515,14,1,3
C020516,8,5,2
C020517,8,5,3
C020518,9,6,5
C020519,1,6,3
C020520,3,0,1
C020521,8,0,2
C020522,5,0,1
C020523,15,9,6
C020524,12,6,6
C020525,10,13,6
C020526,19,8,5
C020527,2,3,2
C020528,7,7,3
C020529,2,10,4
C020530,15,5,4
C020531,5,15,5
C020532,15,0,2
C020533,0,3,1
C020534,12,19,6
C020535,8,0,2
C020536,0,4,1
C020537,0,5,2
C020538,11,0,2
C020539,3,3,2
C020540,6,1,2
C020541,0,5,1
C020542,9,10,4
C020543,2,21,6
C020544,7,14,4
C020545,3,0,1
C020546,3,4,2
C020547,5,3,3
C020548,15,0,4
C020549,12,6,3
C020550,5,23,6
C020551,0,5,1
C020552,16,10,4
C020553,4,0,1
C020554,8,0,2
C020555,15,13,6
C020556,7,13,5
C020557,9,5,4
C020558,7,10,3
C020559,3,8,3
C020560,17,12,6
C020561,7,12,6
C020562,5,10,4
C020563,16,8,6
C020564,15,14,6
C020565,4,19,6
C020566,0,11,2
C020567,8,25,6
C020568,6,2,2
C020569,8,6,3
C020570,8,1,2
C020571,12,16,5
C020572,20,11,6
C020573,7,1,2
C020574,9,14,4
C020575,12,0,3
C020576,3,6,2
C020577,23,0,4
C020578,8,4,2
C020579,12,20,5
C020580,1,0,1
C020581,5,0,2
C020582,14,2,4
C020583,13,0,3
C020584,16,6,4
C020585,18,2,4
C020586,2,15,3
C020587,4,1,2
C020588,16,5,5
C020589,0,22,4
C020590,13,14,6
C020591,16,3,5
C020592,26,7,5
C020593,0,2,1
C020594,2,7,2
C020595,1,0,1
C020596,19,13,6
C020597,13,0,2
C020598,1,5,3
C020599,16,18,5
C020600,4,0,1
C020601,10,3,3
C020602,13,6,3
C020603,12,4,4
C020604,4,25,6
C020605,23,13,6
C020606,4,0,1
C020607,6,0,3
C020608,10,12,6
C020609,9,6,3
C020610,8,0,1
C020611,1,0,1
C020612,0,3,1
C020613,8,22,4
C020614,3,3,3
C020615,0,2,1
C020616,14,10,6
C020617,16,14,6
C020618,5,19,5
C020619,12,11,6
C020620,18,6,4
C020621,14,8,5
C020622,21,4,4
C020623,0,5,2
C020624,15,18,6
C020625,9,5,3
C020626,4,16,6
C020627,1,4,2
C020628,11,9,4
C020629,21,8,5
C020630,4,0,1
C020631,18,15,6
C020632,12,0,3
C020633,0,2,1
C020634,5,0,1
C020635,4,8,3
C020636,4,17,5
C020637,6,8,3
C020638,0,7,1
C020639,0,18,3
C020640,0,3,1
C020641,0,2,1
C020642,12,1,3
C020643,12,5,3
C020644,8,0,1
C020645,3,0,1
C020646,3,7,2
C020647,15,13,6
C020648,11,22,6
C020649,7,3,3
C020650,8,4,4
C020651,14,0,3
C020652,0,8,3
C020653,3,24,5
C020654,11,12,5
C020655,0,8,2
C020656,1,17,6
C020657,4,7,3
C020658,2,0,1
C020659,0,1,1
C020660,9,7,5
C020661,6,16,4
C020662,13,5,4
C020663,0,11,2
C020664,0,17,3
C020665,25,9,6
C020666,1,0,1
C020667,8,10,4
C020668,1,0,1
C020669,1,4,2
C020670,5,0,1
C020671,5,7,3
C020672,0,2,1
C020673,3,0,1
C020674,9,1,3
C020675,0,8,2
C020676,9,4,3
C020677,0,7,1
C020678,7,7,4
C020679,0,10,2
C020680,16,2,6
C020681,3,10,4
C020682,24,6,6
C020683,5,4,2
C020684,6,0,2
C020685,4,7,2
C020686,0,2,1
C020687,0,20,3
C020688,13,0,2
C020689,9,0,2
C020690,0,12,3
C020691,6,18,5
C020692,4,24,5
C020693,6,0,3
C020694,0,8,3
C020695,14,6,4
C020696,11,10,5
C020697,10,10,4
C020698,17,16,6
C020699,5,16,4
C020700,6,15,4
C020701,10,11,4
C020702,16,14,6
C020703,17,6,5
C020704,8,7,3
C020705,0,7,2
C020706,8,9,4
C020707,12,1,5
C020708,7,7,2
C020709,17,3,4
C020710,2,0,1
C020711,1,12,3
C020712,16,7,4
C020713,14,18,6
C020714,12,0,2
C020715,19,11,6
C020716,3,0,1
C020717,2,9,3
C020718,4,3,2
C020719,5,16,6
C020720,23,7,6
C020721,11,8,3
C020722,8,10,4
C020723,8,15,5
C020724,15,19,6
C020725,12,14,6
C020726,16,0,4
C020727,12,15,4
C020728,5,11,3
C020729,1,0,1
C020730,2,0,1
C020731,5,0,2
C020732,0,2,1
C020733,2,13,3
C020734,0,2,2
C020735,1,5,2
C020736,13,5,4
C020737,2,16,5
C020738,14,13,4
C020739,0,15,2
C020740,0,1,1
C020741,7,5,2
C020742,14,5,6
C020743,1,0,1
C020744,1,17,6
C020745,17,12,5
C020746,8,7,4
C020747,4,8,4
C020748,2,0,1
C020749,10,8,6
C020750,17,3,6
C020751,4,13,3
C020752,6,0,2
C020753,0,7,2
C020754,8,5,3
C020755,8,13,4
C020756,10,12,5
C020757,3,0,1
C020758,0,18,3
C020759,17,11,6
C020760,0,11,4
C020761,11,3,3
C020762,0,8,1
C020763,1,12,5
C020764,4,6,2
C020765,6,0,1
C020766,0,8,1
C020767,3,2,3
C020768,13,7,3
C020769,7,0,1
C020770,4,22,5
C020771,5,2,2
C020772,5,23,5
C020773,12,9,4
C020774,11,21,6
C020775,9,4,6
C020776,9,5,4
C020777,23,5,5
C020778,8,16,4
C020779,10,17,6
C020780,11,7,3
C020781,9,3,3
C020782,1,2,2
C020783,30,7,6
C020784,7,14,6
C020785,6,6,2
C020786,0,1,1
C020787,2,0,1
C020788,4,3,2
C020789,8,14,4
C020790,3,3,2
C020791,7,1,4
C020792,1,7,2
C020793,4,0,1
C020794,7,16,4
C020795,0,18,4
C020796,0,7,2
C020797,8,12,4
C020798,0,5,1
C020799,0,12,3
C020800,12,7,5
C020801,0,11,2
C020802,1,0,1
C020803,7,23,6
C020804,24,0,3
C020805,12,4,4
C020806,7,17,5
C020807,20,8,5
C020808,21,1,5
C020809,3,5,2
C020810,7,6,2
C020811,21,6,6
C020812,14,9,5
C020813,0,18,4
C020814,15,4,4
C020815,2,8,2
C020816,0,4,1
C020817,10,6,4
C020818,0,11,2
C020819,0,23,5
C020820,9,2,4
C020821,9,5,3
C020822,0,9,2
C020823,2,6,2
C020824,0,2,1
C020825,19,0,5
C020826,18,1,4
C020827,16,6,6
C020828,5,14,3
C020829,1,35,6
C020830,11,5,5
C020831,0,6,1
C020832,16,7,6
C020833,0,2,1
C020834,0,5,1
C020835,6,15,4
C020836,0,10,2
C020837,5,0,1
C020838,0,4,1
C020839,2,5,3
C020840,0,16,4
C020841,12,12,5
C020842,17,2,4
C020843,7,8,4
C020844,23,0,4
C020845,5,5,3
C020846,1,4,2
C020847,7,0,1
C020848,14,5,3
C020849,4,21,6
C020850,17,11,5
C020851,6,0,3
C020852,7,1,3
C020853,5,23,6
C020854,6,8,2
C020855,12,6,4
C020856,14,1,3
C020857,11,7,4
C020858,9,9,4
C020859,0,12,2
C020860,2,0,1
C020861,8,11,4
C020862,8,18,5
C020863,6,5,2
C020864,4,0,1
C020865,13,7,5
C020866,19,5,6
C020867,10,0,5
C020868,6,0,3
C020869,0,5,1
C020870,8,20,5
C020871,8,1,2
C020872,4,8,2
C020873,13,0,4
C020874,9,0,3
C020875,6,5,4
C020876,0,5,1
C020877,1,1,2
C020878,10,7,3
C020879,0,5,1
C020880,8,8,3
C020881,2,14,3
C020882,6,12,5
C020883,7,10,4
C020884,14,4,5
C020885,16,4,4
C020886,12,12,5
C020887,15,6,5
C020888,10,4,5
C020889,2,25,6
C020890,14,8,6
C020891,3,3,3
C020892,7,5,3
C020893,8,16,4
C020894,0,7,1
C020895,19,7,5
C020896,0,2,1
C020897,5,5,4
C020898,22,7,5
C020899,19,12,5
C020900,0,16,3
C020901,0,10,2
C020902,17,5,6
C020903,11,0,3
C020904,3,0,1
C020905,17,1,4
C020906,1,0,1
C020907,6,5,3
C020908,17,0,3
C020909,11,0,2
C020910,2,0,1
C020911,4,4,2
C020912,14,0,3
C020913,14,3,4
C020914,0,1,1
C020915,11,5,5
C020916,10,6,4
C020917,2,7,3
C020918,11,7,4
C020919,12,4,4
C020920,2,1,2
C020921,23,5,5
C020922,19,2,4
C020923,6,6,5
C020924,7,17,6
C020925,5,16,3
C020926,7,9,4
C020927,10,17,5
C020928,11,12,4
C020929,11,4,5
C020930,3,16,5
C020931,3,7,3
C020932,11,24,5
C020933,14,8,4
C020934,6,5,2
C020935,16,19,6
C020936,7,24,6
C020937,6,23,6
C020938,20,0,5
C020939,8,0,2
C020940,2,0,1
C020941,6,6,5
C020942,0,6,2
C020943,0,5,1
C020944,4,0,1
C020945,7,20,4
C020946,26,6,6
C020947,16,17,6
C020948,10,12,5
C020949,8,16,4
C020950,24,8,6
C020951,14,9,6
C020952,21,5,5
C020953,4,22,6
C020954,0,4,2
C020955,13,10,5
C020956,5,3,2
C020957,17,6,5
C020958,2,2,2
C020959,13,2,3
C020960,1,11,3
C020961,17,12,6
C020962,5,4,3
C020963,8,7,3
C020964,6,0,1
C020965,19,10,6
C020966,0,13,3
C020967,22,4,5
C020968,3,13,3
C020969,13,13,5
C020970,9,7,4
C020971,18,7,6
C020972,5,6,3
C020973,10,10,4
C020974,6,10,3
C020975,3,0,1
C020976,8,16,6
C020977,0,3,1
C020978,0,18,5
C020979,20,5,6
C020980,0,6,1
C020981,12,8,4
C020982,0,8,2
C020983,1,9,3
C020984,6,8,4
C020985,0,9,5
C020986,7,6,4
C020987,20,7,6
C020988,0,6,1
C020989,17,8,6
C020990,5,6,3
C020991,6,4,2
C020992,10,4,4
C020993,8,6,3
C020994,9,3,4
C020995,12,0,2
C020996,7,16,6
C020997,14,4,6
C020998,7,1,2
C020999,3,6,2
C021000,4,3,2
C021001,22,0,4
C021002,10,24,6
C021003,14,13,6
C021004,0,15,3
C021005,4,5,2
C021006,15,8,5
C021007,11,3,5
C021008,20,9,6
C021009,15,16,6
C021010,5,8,3
C021011,7,0,1
C021012,16,18,5
C021013,14,12,6
C021014,0,6,2
C021015,16,11,6
C021016,18,5,5
C021017,1,0,1
C021018,6,2,3
C021019,5,0,2
C021020,13,6,5
C021021,7,11,3
C021022,7,0,2
C021023,0,5,1
C021024,13,7,4
C021025,0,2,1
C021026,3,0,1
C021027,0,13,3
C021028,11,13,6
C021029,10,14,6
C021030,8,4,2
C021031,7,15,5
C021032,9,7,6
C021033,14,0,2
C021034,0,4,1
C021035,18,0,4
C021036,17,4,6
C021037,17,11,5
C021038,19,0,3
C021039,17,18,6
C021040,3,7,3
C021041,7,0,1
C021042,10,16,6
C021043,8,18,4
C021044,7,11,5
C021045,12,3,4
C021046,9,7,3
C021047,0,3,1
C021048,7,20,6
C021049,0,8,2
C021050,2,5,2
C021051,12,3,4
C021052,10,3,4
C021053,17,1,4
C021054,10,12,6
C021055,0,8,1
C021056,7,16,6
C021057,3,0,1
C021058,12,22,5
C021059,8,7,3
C021060,1,1,2
C021061,16,6,5
C021062,5,5,3
C021063,4,9,3
C021064,13,8,4
C021065,3,0,1
C021066,10,15,6
C021067,22,0,5
C021068,5,20,4
C021069,0,6,1
C021070,14,16,6
C021071,7,0,1
C021072,16,14,6
C021073,28,6,6
C021074,5,15,6
C021075,2,10,4
C021076,0,4,1
C021077,8,0,1
C021078,0,9,3
C021079,1,9,4
C021080,5,5,3
C021081,20,8,5
C021082,3,7,4
C021083,0,2,1
C021084,10,7,5
C021085,0,22,5
C021086,12,13,5
C021087,13,14,6
C021088,6,0,1
C021089,10,11,4
C021090,4,14,4
C021091,6,0,2
C021092,8,6,4
C021093,6,19,5
C021094,0,6,2
C021095,0,15,4
C021096,9,17,6
C021097,15,5,5
C021098,15,10,5
C021099,14,0,2
C021100,0,24,6
C021101,11,11,6
C021102,20,15,5
C021103,11,0,2
C021104,11,0,2
C021105,5,10,3
C021106,8,21,5
C021107,6,12,5
C021108,0,8,1
C021109,6,0,1
C021110,14,0,4
C021111,11,11,4
C021112,21,5,6
C021113,19,7,5
C021114,0,16,3
C021115,8,9,5
C021116,7,15,5
C021117,22,15,6
C021118,0,8,1
C021119,17,15,6
C021120,2,18,4
C021121,0,5,2
C021122,5,8,3
C021123,14,6,3
C021124,0,11,3
C021125,0,4,1
C021126,16,19,6
C021127,6,7,4
C021128,5,7,2
C021129,2,23,5
C021130,0,9,2
C021131,8,0,1
C021132,6,8,4
C021133,2,14,4
C021134,9,13,5
C021135,15,9,4
C021136,12,4,4
C021137,12,14,6
C021138,0,4,1
C021139,16,4,4
C021140,0,3,1
C021141,10,3,3
C021142,0,14,2
C021143,9,16,4
C021144,11,6,5
C021145,0,32,6
C021146,5,19,5
C021147,5,16,6
C021148,12,8,3
C021149,0,9,2
C021150,4,0,1
C021151,0,17,3
C021152,1,12,5
C021153,11,12,5
C021154,11,0,3
C021155,5,7,4
C021156,4,0,1
C021157,2,0,1
C021158,1,11,3
C021159,2,0,1
C021160,1,7,3
C021161,15,4,4
C021162,2,2,2
C021163,1,14,6
C021164,15,5,5
C021165,7,7,3
C021166,11,0,2
C021167,2,0,1
C021168,15,8,4
C021169,9,12,6
C021170,14,16,6
C021171,2,16,4
C021172,24,2,6
C021173,0,8,2
C021174,0,3,1
C021175,12,19,5
C021176,12,8,4
C021177,0,24,5
C021178,5,0,1
C021179,1,5,3
C021180,7,17,4
C021181,0,15,4
C021182,7,21,6
C021183,9,0,2
C021184,15,2,5
C021185,2,6,2
C021186,13,0,2
C021187,16,3,5
C021188,0,7,1
C021189,17,12,6
C021190,18,12,6
C021191,9,0,2
C021192,0,2,1
C021193,6,3,2
C021194,11,12,5
C021195,7,10,5
C021196,0,1,1
C021197,7,10,3
C021198,8,3,4
C021199,4,15,6
C021200,3,1,2
C021201,3,8,3
C021202,22,20,6
C021203,0,8,1
C021204,3,12,4
C021205,8,23,6
C021206,9,6,3
C021207,5,12,3
C021208,17,0,3
C021209,14,8,3
C021210,5,0,1
C021211,3,0,1
C021212,8,0,1
C021213,4,6,3
C021214,10,4,4
C021215,5,20,5
C021216,16,6,4
C021217,17,0,5
C021218,1,0,1
C021219,21,11,6
C021220,0,4,1
C021221,8,7,2
C021222,11,28,6
C021223,13,13,5
C021224,14,10,5
C021225,5,2,4
C021226,6,17,4
C021227,0,6,2
C021228,2,0,1
C021229,9,2,3
C021230,28,0,5
C021231,0,14,3
C021232,16,12,6
C021233,0,21,6
C021234,12,3,5
C021235,8,10,4
C021236,5,14,6
C021237,3,6,2
C021238,4,5,3
C021239,0,3,1
C021240,5,29,6
C021241,11,9,4
C021242,7,0,1
C021243,0,12,2
C021244,3,0,1
C021245,8,17,6
C021246,6,0,1
C021247,12,9,5
C021248,19,13,6
C021249,7,8,2
C021250,14,19,6
C021251,0,11,2
C021252,5,1,2
C021253,18,0,4
C021254,0,17,3
C021255,0,8,1
C021256,0,5,1
C021257,1,0,1
C021258,6,8,3
C021259,5,12,3
C021260,11,8,4
C021261,11,3,4
C021262,0,1,1
C021263,0,8,1
C021264,9,0,2
C021265,3,8,3
C021266,6,6,5
C021267,16,0,2
C021268,6,15,3
C021269,0,30,5
C021270,2,15,5
C021271,0,9,2
C021272,0,8,1
C021273,10,5,3
C021274,8,1,3
C021275,6,9,5
C021276,24,0,5
C021277,11,16,6
C021278,6,16,4
C021279,17,17,6
C021280,2,7,2
C021281,0,29,6
C021282,6,0,3
C021283,6,0,1
C021284,6,1,4
C021285,26,0,4
C021286,0,3,1
C021287,8,28,6
C021288,0,7,1
C021289,0,7,1
C021290,22,4,6
C021291,4,0,2
C021292,3,0,1
C021293,0,8,1
C021294,0,5,1
C021295,0,5,1
C021296,8,14,3
C021297,3,12,5
C021298,5,9,3
C021299,7,4,4
C021300,10,12,4
C021301,1,5,3
C021302,10,6,3
C021303,3,0,2
C021304,8,0,1
C021305,16,14,6
C021306,3,0,1
C021307,0,4,2
C021308,7,0,1
C021309,0,12,2
C021310,3,12,4
C021311,0,2,1
C021312,10,17,5
C021313,11,0,2
C021314,3,0,1
C021315,1,9,3
C021316,9,16,6
C021317,7,4,3
C021318,17,1,4
C021319,0,10,3
C021320,17,8,5
C021321,10,3,4
C021322,3,4,3
C021323,12,13,6
C021324,0,2,1
C021325,10,16,5
C021326,3,7,4
C021327,13,11,6
C021328,18,5,5
C021329,3,18,6
C021330,8,8,3
C021331,7,6,2
C021332,0,5,1
C021333,13,3,4
C021334,10,2,4
C021335,4,7,2
C021336,14,12,6
C021337,0,10,2
C021338,5,0,2
C021339,16,4,4
C021340,1,5,3
C021341,15,7,4
C021342,9,0,2
C021343,8,2,3
C021344,4,16,5
C021345,0,6,1
C021346,7,13,4
C021347,0,7,1
C021348,15,5,3
C021349,17,7,4
C021350,7,9,5
C021351,0,4,1
C021352,22,8,5
C021353,22,0,4
C021354,4,2,2
C021355,7,5,4
C021356,0,4,1
C021357,14,7,4
C021358,0,1,1
C021359,13,4,6
C021360,9,18,6
C021361,3,2,2
C021362,0,4,2
C021363,15,0,3
C021364,0,13,2
C021365,28,11,6
C021366,6,2,2
C021367,5,3,3
C021368,5,6,2
C021369,22,2,4
C021370,8,0,1
C021371,5,7,3
C021372,8,0,3
C021373,8,4,3
C021374,8,24,5
C021375,5,14,3
C021376,10,19,6
C021377,16,11,6
C021378,9,8,4
C021379,0,14,3
C021380,5,10,4
C021381,7,0,2
C021382,16,5,5
C021383,6,16,5
C021384,11,7,4
C021385,9,5,3
C021386,7,21,6
C021387,9,3,3
C021388,0,14,3
C021389,16,14,6
C021390,0,12,2
C021391,9,0,4
C021392,0,2,1
C021393,21,14,6
C021394,14,0,2
C021395,0,15,3
C021396,3,6,3
C021397,6,8,3
C021398,5,0,2
C021399,11,6,3
C021400,11,24,6
C021401,1,2,2
C021402,10,4,3
C021403,1,8,3
C021404,7,5,3
C021405,11,0,3
C021406,3,0,1
C021407,8,0,1
C021408,14,10,6
C021409,12,0,2
C021410,6,0,1
C021411,1,1,2
C021412,6,18,6
C021413,5,4,3
C021414,14,6,4
C021415,22,5,4
C021416,6,4,6
C021417,19,13,6
C021418,8,9,5
C021419,10,10,5
C021420,15,7,4
C021421,7,0,1
C021422,22,2,6
C021423,0,19,5
C021424,8,0,1
C021425,0,30,5
C021426,0,6,1
C021427,10,3,3
C021428,2,0,1
C021429,7,0,1
C021430,0,6,1
C021431,4,0,1
C021432,2,0,1
C021433,0,8,2
C021434,0,4,1
C021435,15,14,6
C021436,13,6,3
C021437,12,14,6
C021438,8,0,2
C021439,17,0,3
C021440,1,23,5
C021441,3,5,3
C021442,8,0,2
C021443,0,20,4
C021444,5,5,4
C021445,6,13,4
C021446,9,10,4
C021447,0,10,2
C021448,11,19,6
C021449,12,6,4
C021450,15,2,4
C021451,0,7,2
C021452,8,8,6
C021453,31,3,6
C021454,0,20,4
C021455,5,0,1
C021456,2,0,1
C021457,15,6,6
C021458,11,13,4
C021459,19,6,6
C021460,17,10,5
C021461,4,5,2
C021462,5,17,6
C021463,5,8,3
C021464,3,0,1
C021465,9,2,3
C021466,14,5,6
C021467,3,13,4
C021468,1,9,4
C021469,9,0,2
C021470,5,0,1
C021471,8,9,3
C021472,5,0,1
C021473,0,17,3
C021474,8,16,4
C021475,7,23,6
C021476,7,6,4
C021477,0,4,1
C021478,0,10,3
C021479,5,0,1
C021480,0,8,2
C021481,0,13,4
C021482,8,15,5
C021483,20,14,5
C021484,10,3,3
C021485,10,3,4
C021486,18,10,5
C021487,19,12,5
C021488,4,4,3
C021489,2,26,6
C021490,17,11,6
C021491,0,13,3
C021492,14,0,3
C021493,0,5,1
C021494,9,12,4
C021495,4,9,3
C021496,7,16,5
C021497,5,0,1
C021498,8,17,6
C021499,12,0,4
C021500,0,4,1
C021501,9,8,4
C021502,1,20,5
C021503,14,4,3
C021504,26,0,5
C021505,16,8,4
C021506,2,0,1
C021507,6,14,5
C021508,7,17,4
C021509,7,4,3
C021510,6,0,1
C021511,1,22,6
C021512,0,1,1
C021513,20,12,5
C021514,7,0,1
C021515,14,2,3
C021516,4,0,1
C021517,0,6,1
C021518,10,6,3
C021519,14,18,6
C021520,12,11,4
C021521,8,19,5
C021522,0,8,2
C021523,5,11,4
C021524,0,1,1
C021525,12,0,3
C021526,8,4,4
C021527,3,0,1
C021528,14,8,6
C021529,13,6,5
C021530,7,19,5
C021531,3,14,5
C021532,1,0,1
C021533,4,0,2
C021534,20,0,4
C021535,0,6,2
C021536,6,0,1
C021537,2,0,1
C021538,13,0,3
C021539,16,6,5
C021540,15,12,4
C021541,7,7,3
C021542,3,8,4
C021543,8,7,3
C021544,0,15,3
